customer_id,order_id,order_date,order_value,channel
C00107,O0002093,2025-07-05,77.86,Email
C00105,O0002923,2025-10-07,48.07,Store
C00159,O0001654,2026-06-06,124.22,Email
C00176,O0000640,2025-09-05,36.69,Paid social
C00078,O0004262,2025-07-22,27.91,Email
C00322,O0000472,2025-12-04,78.1,Email
C00070,O0003810,2026-01-18,182.91,Store
C00045,O0000130,2025-08-06,100.45,Store
C00189,O0003840,2026-01-11,65.4,Organic
C00047,O0002432,2026-04-11,76.85,Organic
C00118,O0003433,2025-11-11,36.99,Email
C00025,O0002064,2026-04-07,55.02,Email
C00122,O0000015,2026-05-09,68.49,Email
C00261,O0001268,2026-06-24,57.67,Paid social
C00239,O0003047,2025-06-07,15.12,Paid social
C00130,O0003136,2025-10-03,61.11,Store
C00487,O0001816,2025-05-13,280.02,Store
C00020,O0003822,2025-09-12,102.39,Organic
C00150,O0002644,2026-01-31,61.22,Email
C00037,O0003066,2026-03-13,69.91,Email
C00148,O0002982,2025-08-18,43.19,Store
C00511,O0002955,2026-02-16,230.12,Email
C00137,O0001924,2026-04-04,74.3,Email
C00027,O0002564,2025-09-26,69.55,Email
C00326,O0003316,2025-09-15,60.51,Paid social
C00593,O0000474,2025-07-07,537.46,Paid social
C00118,O0003445,2026-05-07,26.32,Email
C00071,O0003465,2026-02-06,85.96,Email
C00569,O0001438,2026-03-23,188.01,Email
C00283,O0002002,2026-06-11,83.39,Store
C00421,O0002709,2025-03-08,12.44,Store
C00178,O0001184,2025-08-12,59.82,Store
C00392,O0003930,2025-07-05,100.89,Organic
C00111,O0002700,2026-01-07,93.28,Email
C00554,O0000056,2025-08-29,299.89,Email
C00060,O0003355,2026-05-05,47.17,Store
C00060,O0003344,2025-10-11,66.85,Store
C00100,O0001613,2025-08-31,54.9,Store
C00579,O0001275,2025-12-02,284.52,Organic
C00145,O0000053,2026-06-24,51.88,Store
C00106,O0002182,2025-08-16,93.08,Store
C00121,O0003015,2025-08-25,47.82,Organic
C00413,O0004258,2025-06-23,202.18,Email
C00336,O0002790,2025-02-08,37.64,Organic
C00225,O0003248,2026-03-23,84.43,Store
C00230,O0003759,2025-05-10,34.6,Email
C00477,O0001464,2024-10-21,36.39,Email
C00081,O0000859,2025-06-13,73.72,Email
C00081,O0000865,2025-09-30,91.83,Email
C00219,O0000925,2025-11-06,89.84,Paid social
C00128,O0001720,2025-05-24,155.97,Email
C00201,O0001456,2025-08-26,24.43,Organic
C00033,O0003614,2025-08-09,26.75,Store
C00133,O0001814,2026-04-25,53.93,Email
C00147,O0002893,2025-11-05,139.2,Email
C00052,O0003417,2026-01-17,85.65,Store
C00019,O0001688,2025-12-31,92.51,Paid social
C00522,O0002713,2025-11-27,317.46,Store
C00098,O0003525,2025-06-24,31.8,Email
C00180,O0003164,2025-08-29,93.81,Store
C00318,O0001054,2026-05-02,70.76,Email
C00105,O0002929,2026-02-04,58.6,Store
C00121,O0003022,2026-01-07,42.59,Organic
C00046,O0003200,2025-09-10,78.11,Paid social
C00506,O0000308,2025-12-03,668.17,Store
C00043,O0001656,2025-07-02,85.01,Email
C00085,O0000253,2026-04-08,40.8,Email
C00005,O0002480,2025-11-24,101.69,Organic
C00263,O0000070,2026-01-11,97.27,Paid social
C00339,O0001271,2025-11-14,10.64,Store
C00134,O0001636,2026-03-27,51.87,Email
C00118,O0003436,2026-01-28,37.59,Email
C00173,O0001971,2026-04-04,28.65,Store
C00115,O0000028,2025-11-23,52.13,Organic
C00218,O0002623,2026-05-14,104.87,Paid social
C00150,O0002636,2025-09-27,52.14,Email
C00462,O0001451,2025-10-06,53.23,Unknown
C00207,O0000433,2026-04-06,39.83,Email
C00003,O0000708,2026-05-25,60.64,Email
C00004,O0001115,2025-11-13,83.61,Email
C00214,O0001931,2025-08-05,100.2,Paid social
C00212,O0001010,2025-09-18,71.51,Paid social
C00019,O0001692,2026-05-22,78.79,Paid social
C00150,O0002648,2026-04-11,55.63,Email
C00065,O0002214,2025-10-19,61.97,Email
C00041,O0001678,2026-04-17,90.24,Email
C00279,O0002549,2025-04-25,69.84,Organic
C00207,O0000432,2025-09-10,55.36,Email
C00168,O0003328,2026-01-22,71.55,Email
C00444,O0000003,2024-10-27,41.73,Organic
C00238,O0002882,2025-07-01,61.06,Paid social
C00076,O0003949,2025-12-04,77.74,Organic
C00141,O0002463,2025-12-07,85.96,Email
C00273,O0003585,2025-12-10,55.07,Store
C00598,O0002613,2026-04-30,370.16,Organic
C00119,O0003130,2026-04-06,52.81,Email
C00049,O0003365,2025-10-24,63.38,Paid social
C00143,O0002750,2026-04-19,61.63,Organic
C00053,O0002363,2026-01-26,79.94,Organic
C00025,O0002067,2026-04-30,62.01,Email
C00209,O0000277,2026-02-16,52.7,Paid social
C00027,O0002565,2025-10-28,85.17,Email
C00595,O0000494,2026-04-03,841.49,Paid social
C00015,O0000912,2025-11-02,84.17,Paid social
C00242,O0003224,2025-08-11,58.97,Organic
C00053,O0002370,2026-04-07,99.62,Organic
C00408,O0003219,2024-09-26,57.64,Paid social
C00093,O0000620,2026-01-21,29.11,Email
C00341,O0002904,2025-12-25,25.61,Email
C00048,O0004122,2026-04-23,120.2,Email
C00071,O0003469,2026-05-06,133.57,Email
C00018,O0004145,2025-06-20,92.74,Email
C00013,O0001706,2025-11-22,70.33,Organic
C00235,O0001787,2025-07-21,55.39,Organic
C00024,O0000299,2025-10-28,40.97,Store
C00444,O0000004,2025-03-30,45.23,Organic
C00172,O0003566,2025-12-21,55.53,Store
C00292,O0004030,2025-07-17,22.71,Email
C00068,O0003187,2026-01-04,74.26,Email
C00266,O0001339,2025-10-06,75.75,Paid social
C00179,O0002582,2025-12-12,85.35,Organic
C00270,O0003750,2025-10-28,40.85,Email
C00062,O0000333,2026-03-24,115.74,Email
C00164,O0002595,2025-07-08,50.76,Email
C00099,O0003676,2026-04-26,105.28,Organic
C00164,O0002610,2026-06-24,60.16,Email
C00210,O0003499,2025-07-28,84.25,Organic
C00080,O0003958,2025-10-17,37.24,Email
C00154,O0003257,2025-11-17,121.19,Organic
C00057,O0000949,2026-03-11,81.37,Organic
C00049,O0003369,2026-03-08,63.33,Paid social
C00250,O0004101,2025-04-14,78.14,Paid social
C00133,O0001812,2026-04-11,61.38,Email
C00066,O0002509,2025-12-18,37.56,Email
C00072,O0000543,2025-08-01,96.24,Store
C00141,O0002459,2025-08-13,182.68,Email
C00024,O0000305,2026-05-26,56.45,Store
C00012,O0001563,2025-09-24,74.26,Organic
C00476,O0000105,2026-01-19,61.88,Email
C00360,O0003790,2025-11-12,187.14,Organic
C00273,O0003583,2025-10-16,40.58,Store
C00168,O0003326,2026-01-16,52.8,Email
C00235,O0001786,2025-06-28,55.11,Organic
C00579,O0001277,2026-03-05,376.85,Organic
C00005,O0002475,2025-08-27,82.25,Organic
C00094,O0003280,2025-08-03,65.78,Organic
C00016,O0001253,2025-08-20,94.07,Email
C00133,O0001815,2026-06-01,70.58,Email
C00598,O0002612,2025-12-19,403.4,Organic
C00140,O0003938,2025-11-20,147.23,Email
C00019,O0001687,2025-12-26,78.45,Paid social
C00085,O0000250,2026-01-26,61.46,Email
C00036,O0001842,2026-06-03,96.73,Organic
C00036,O0001840,2026-04-20,63.38,Organic
C00069,O0003082,2025-10-10,80.19,Email
C00067,O0003897,2025-07-30,112.79,Paid social
C00067,O0003894,2025-06-22,103.44,Paid social
C00047,O0002424,2025-09-29,93.02,Organic
C00215,O0001583,2026-01-30,53.42,Store
C00028,O0004228,2025-11-23,73.98,Email
C00409,O0001410,2025-08-23,39.08,Organic
C00124,O0003303,2025-11-28,65.8,Organic
C00096,O0003716,2026-02-02,42.88,Paid social
C00582,O0003194,2025-05-03,423.0,Email
C00018,O0004148,2025-08-08,146.18,Email
C00129,O0002032,2025-11-23,96.59,Store
C00058,O0000565,2025-09-08,100.81,Email
C00045,O0000139,2026-02-18,172.04,Store
C00059,O0003975,2025-07-25,65.42,Organic
C00230,O0003765,2025-11-21,28.2,Email
C00022,O0000415,2026-02-05,47.19,Store
C00298,O0003217,2026-01-12,42.13,Organic
C00055,O0000956,2025-10-01,73.05,Paid social
C00569,O0001434,2025-04-15,143.19,Email
C00108,O0001986,2026-01-28,20.52,Organic
C00323,O0001055,2025-07-29,236.48,Organic
C00015,O0000919,2026-01-04,68.92,Paid social
C00149,O0000881,2025-12-23,82.69,Store
C00523,O0001761,2025-11-19,262.75,Store
C00073,O0000756,2025-06-22,75.35,Email
C00003,O0000693,2025-08-20,32.16,Email
C00183,O0003654,2026-04-26,35.08,Paid social
C00524,O0002305,2026-05-11,249.78,Organic
C00481,O0004215,2025-08-15,394.24,Email
C00120,O0001087,2025-11-13,59.08,Email
C00165,O0000724,2026-05-08,108.25,Organic
C00040,O0000072,2025-07-13,57.83,Organic
C00005,O0002489,2026-06-04,68.18,Organic
C00031,O0001000,2025-12-08,184.27,Email
C00287,O0003042,2025-11-06,29.47,Organic
C00551,O0002418,2025-09-24,223.32,Paid social
C00054,O0002440,2025-07-09,82.83,Email
C00042,O0001107,2026-02-20,76.06,Email
C00032,O0001776,2026-01-28,35.88,Paid social
C00497,O0002143,2025-07-23,521.08,Store
C00178,O0001191,2026-01-18,62.82,Store
C00097,O0001221,2025-11-10,55.13,Organic
C00121,O0003017,2025-09-16,68.17,Organic
C00539,O0000527,2026-05-28,709.52,Store
C00103,O0001132,2025-11-14,46.13,Paid social
C00404,O0002902,2025-07-10,19.83,Email
C00229,O0003074,2025-11-22,130.14,Paid social
C00057,O0000935,2025-08-17,35.96,Organic
C00268,O0003104,2026-01-19,38.58,Store
C00175,O0002806,2025-11-12,53.01,Email
C00334,O0004260,2025-03-05,97.77,Store
C00030,O0000210,2026-05-13,71.48,Email
C00001,O0002774,2025-10-31,49.3,Email
C00003,O0000705,2026-04-27,55.36,Email
C00125,O0003640,2026-02-23,30.04,Organic
C00014,O0003000,2025-10-11,93.72,Email
C00429,O0002717,2025-03-01,33.03,Email
C00057,O0000934,2025-07-11,42.62,Organic
C00387,O0001877,2025-11-24,51.06,Email
C00161,O0000267,2026-04-11,89.62,Organic
C00200,O0000929,2025-08-13,56.98,Email
C00209,O0000274,2025-08-03,40.74,Paid social
C00033,O0003622,2025-10-13,27.7,Store
C00229,O0003072,2025-08-27,43.94,Paid social
C00271,O0003795,2026-01-28,49.85,Paid social
C00402,O0003757,2025-08-06,20.38,Email
C00031,O0001002,2026-02-28,91.57,Email
C00134,O0001633,2026-02-14,92.95,Email
C00017,O0000387,2026-05-09,113.86,Email
C00585,O0003524,2026-03-01,207.95,Organic
C00145,O0000049,2026-04-28,67.06,Store
C00589,O0001414,2025-07-22,140.08,Organic
C00267,O0003506,2025-11-06,161.03,Email
C00583,O0002493,2026-01-03,147.73,Unknown
C00044,O0003886,2026-02-11,145.84,Email
C00056,O0000898,2025-12-29,101.85,Email
C00335,O0003872,2026-01-18,22.51,Organic
C00100,O0001617,2025-11-27,36.02,Store
C00012,O0001565,2026-03-07,41.35,Organic
C00431,O0003011,2025-07-18,19.91,Paid social
C00129,O0002036,2026-01-05,85.36,Store
C00025,O0002063,2026-04-07,52.02,Email
C00368,O0002376,2025-09-09,100.0,Email
C00005,O0002476,2025-10-27,77.65,Organic
C00298,O0003215,2025-09-06,49.9,Organic
C00111,O0002696,2025-10-05,167.83,Email
C00138,O0002413,2026-05-20,31.53,Organic
C00575,O0001793,2025-09-18,419.03,Email
C00299,O0002139,2025-11-17,120.6,Organic
C00078,O0004269,2025-10-10,34.53,Email
C00172,O0003559,2025-07-24,65.01,Store
C00533,O0002769,2026-05-11,345.76,Store
C00061,O0002165,2025-10-19,43.15,Organic
C00152,O0001241,2026-01-28,81.14,Organic
C00149,O0000884,2026-03-21,77.16,Store
C00227,O0004039,2026-01-19,76.16,Paid social
C00144,O0001526,2025-07-11,67.12,Email
C00140,O0003942,2026-03-21,158.88,Email
C00305,O0000850,2025-09-19,69.43,Paid social
C00126,O0002269,2026-03-08,57.62,Email
C00090,O0003545,2025-07-04,56.24,Store
C00053,O0002368,2026-03-14,51.22,Organic
C00075,O0002234,2025-09-18,79.85,Paid social
C00193,O0003243,2026-06-01,104.07,Paid social
C00210,O0003503,2026-05-30,50.21,Organic
C00015,O0000915,2025-11-27,85.4,Paid social
C00303,O0002297,2026-05-04,25.79,Paid social
C00127,O0001500,2026-03-01,98.65,Paid social
C00182,O0001346,2025-09-01,67.02,Paid social
C00147,O0002895,2025-12-29,68.22,Email
C00147,O0002899,2026-05-23,139.94,Email
C00074,O0004002,2025-07-25,43.95,Email
C00108,O0001976,2025-06-22,35.37,Organic
C00050,O0004054,2025-12-23,59.64,Email
C00332,O0001319,2025-12-05,56.63,Organic
C00533,O0002768,2026-03-16,337.44,Store
C00006,O0001016,2025-08-15,50.7,Organic
C00203,O0003393,2025-08-28,51.27,Organic
C00014,O0003004,2025-12-10,85.5,Email
C00071,O0003470,2026-05-31,114.81,Email
C00100,O0001609,2025-07-15,47.94,Store
C00094,O0003292,2026-06-29,79.62,Organic
C00092,O0001304,2025-10-22,41.03,Email
C00070,O0003814,2026-06-10,111.81,Store
C00586,O0002662,2026-01-06,275.17,Store
C00100,O0001614,2025-09-09,45.37,Store
C00040,O0000073,2025-11-20,90.09,Organic
C00106,O0002180,2025-07-03,67.42,Store
C00498,O0002278,2026-01-27,257.3,Email
C00178,O0001186,2025-10-03,59.61,Store
C00371,O0000489,2025-07-31,41.32,Store
C00291,O0001360,2025-11-09,70.22,Paid social
C00172,O0003574,2026-04-23,99.36,Store
C00055,O0000960,2025-11-11,75.25,Paid social
C00117,O0004125,2025-07-10,67.89,Organic
C00240,O0001514,2025-07-15,30.08,Paid social
C00242,O0003230,2026-05-10,47.61,Organic
C00156,O0002860,2026-04-05,87.25,Email
C00083,O0003156,2026-01-20,160.67,Email
C00111,O0002705,2026-05-24,80.63,Email
C00046,O0003201,2025-10-13,115.77,Paid social
C00021,O0003495,2026-04-23,73.5,Store
C00329,O0003591,2026-02-13,119.28,Paid social
C00157,O0001870,2026-05-04,39.84,Email
C00138,O0002412,2026-04-03,47.1,Organic
C00462,O0001450,2025-07-11,79.54,Unknown
C00015,O0000914,2025-11-17,47.86,Paid social
C00032,O0001767,2025-08-23,40.94,Paid social
C00081,O0000860,2025-07-16,89.52,Email
C00100,O0001623,2026-04-16,39.64,Store
C00133,O0001810,2026-03-27,41.83,Email
C00051,O0000599,2026-02-26,73.51,Email
C00261,O0001267,2026-04-19,57.39,Paid social
C00260,O0004017,2025-10-15,168.66,Email
C00067,O0003902,2025-12-16,63.61,Paid social
C00454,O0001423,2025-10-14,22.36,Email
C00029,O0004251,2026-01-12,84.47,Organic
C00106,O0002195,2026-03-21,118.0,Store
C00075,O0002230,2025-08-27,63.7,Paid social
C00058,O0000575,2026-04-01,38.45,Email
C00011,O0001939,2025-10-08,75.48,Email
C00137,O0001917,2025-10-14,51.89,Email
C00264,O0001151,2026-06-30,66.34,Organic
C00295,O0004190,2025-08-23,41.69,Email
C00063,O0000164,2025-07-27,57.37,Email
C00116,O0000227,2026-05-21,46.78,Email
C00280,O0000390,2025-06-17,107.34,Organic
C00482,O0004076,2026-05-10,761.72,Store
C00097,O0001231,2026-06-09,91.01,Organic
C00284,O0001848,2025-06-19,133.79,Paid social
C00075,O0002240,2026-02-03,92.81,Paid social
C00164,O0002597,2025-08-01,91.25,Email
C00581,O0003232,2026-05-18,322.86,Email
C00095,O0002018,2025-11-07,71.81,Email
C00049,O0003362,2025-08-27,43.59,Paid social
C00117,O0004132,2026-01-13,89.35,Organic
C00030,O0000212,2026-06-10,126.24,Email
C00006,O0001027,2026-03-07,52.14,Organic
C00055,O0000952,2025-08-21,89.45,Paid social
C00283,O0001995,2025-09-11,60.31,Store
C00189,O0003837,2025-10-21,84.47,Organic
C00115,O0000026,2025-10-21,63.26,Organic
C00056,O0000901,2026-06-12,138.97,Email
C00156,O0002861,2026-04-24,73.8,Email
C00312,O0004024,2026-01-22,40.31,Paid social
C00120,O0001088,2025-11-30,68.83,Email
C00187,O0000449,2026-04-02,46.3,Paid social
C00295,O0004194,2026-01-02,37.63,Email
C00257,O0003660,2026-02-08,41.0,Email
C00010,O0002941,2025-08-31,42.32,Organic
C00197,O0001443,2026-04-21,50.82,Organic
C00291,O0001362,2026-04-04,61.69,Paid social
C00010,O0002951,2026-06-15,48.02,Organic
C00278,O0002210,2025-12-22,49.62,Organic
C00272,O0002763,2026-01-24,33.48,Store
C00509,O0003678,2025-03-28,326.8,Email
C00153,O0004065,2025-08-30,69.29,Paid social
C00146,O0001380,2025-10-02,53.73,Email
C00271,O0003793,2025-10-20,85.14,Paid social
C00265,O0003724,2025-05-07,57.79,Organic
C00379,O0003480,2025-01-28,32.01,Paid social
C00336,O0002792,2025-12-06,39.84,Organic
C00058,O0000578,2026-06-08,60.44,Email
C00022,O0000407,2025-06-05,37.44,Store
C00287,O0003041,2025-10-06,20.37,Organic
C00153,O0004073,2026-06-03,56.4,Paid social
C00089,O0002352,2026-03-10,77.3,Email
C00357,O0000626,2024-12-12,143.06,Email
C00309,O0002655,2025-05-17,66.4,Paid social
C00545,O0002590,2025-06-25,440.94,Organic
C00178,O0001196,2026-06-18,71.83,Store
C00004,O0001120,2026-01-12,90.82,Email
C00139,O0001540,2025-08-17,51.53,Store
C00006,O0001017,2025-08-25,41.06,Organic
C00098,O0003540,2026-05-12,45.67,Email
C00052,O0003412,2025-11-25,46.58,Store
C00258,O0004286,2025-08-11,116.71,Email
C00038,O0000991,2026-05-05,49.09,Organic
C00100,O0001611,2025-08-12,34.23,Store
C00003,O0000706,2026-05-07,74.92,Email
C00130,O0003137,2025-10-22,60.06,Store
C00100,O0001621,2026-03-19,54.95,Store
C00094,O0003286,2025-11-22,89.78,Organic
C00069,O0003092,2026-05-28,61.84,Email
C00110,O0001167,2026-05-28,111.56,Organic
C00093,O0000616,2025-12-13,50.18,Email
C00549,O0000537,2025-05-14,495.68,Email
C00288,O0002871,2025-11-15,68.42,Paid social
C00144,O0001528,2025-07-29,80.39,Email
C00146,O0001391,2026-04-29,77.85,Email
C00297,O0004097,2026-01-21,8.28,Email
C00046,O0003209,2026-05-08,71.38,Paid social
C00105,O0002911,2025-06-08,45.09,Store
C00029,O0004242,2025-08-12,64.65,Organic
C00059,O0003974,2025-07-15,58.28,Organic
C00037,O0003060,2025-08-12,73.5,Email
C00238,O0002887,2026-05-16,80.82,Paid social
C00088,O0001910,2025-10-30,62.42,Email
C00203,O0003394,2025-10-17,47.6,Organic
C00576,O0003788,2026-04-23,435.65,Email
C00466,O0001352,2025-08-03,27.55,Store
C00091,O0002124,2026-02-07,87.97,Email
C00006,O0001023,2025-11-29,50.23,Organic
C00516,O0004083,2025-06-29,226.35,Paid social
C00094,O0003288,2026-02-10,53.72,Organic
C00101,O0001732,2025-08-16,76.82,Email
C00168,O0003322,2025-06-22,83.2,Email
C00106,O0002194,2026-03-08,81.53,Store
C00070,O0003803,2025-08-26,62.42,Store
C00025,O0002056,2025-07-23,74.0,Email
C00020,O0003828,2025-12-31,106.73,Organic
C00091,O0002116,2025-08-23,141.88,Email
C00104,O0000500,2025-11-08,51.28,Email
C00340,O0003730,2026-01-22,41.05,Paid social
C00013,O0001713,2026-03-24,37.97,Organic
C00577,O0001283,2025-07-12,439.69,Organic
C00051,O0000590,2025-08-13,52.99,Email
C00172,O0003565,2025-12-01,64.73,Store
C00129,O0002038,2026-06-05,63.77,Store
C00051,O0000593,2025-12-02,106.75,Email
